"fyear","act","at","bkvlps","ceq","csho","dltt","emp","lct","ni","oibdp","rdip","sale","xad","xsga","prcc_f","busdesc","conml","gsubind","sic"
"98",2017,7444,19381,18.6143,5673,304.765,5861,130,5075,1547,2374,0,24837,1108,8302,25.95,"Macy's, Inc., an omnichannel retail organization, operates stores, websites, and mobile applications under the Macy's, Bloomingdale's, and bluemercury brands.","Macy's Inc",25503010,5311
"99",2018,7445,19194,20.9287,6436,307.52,4708,130,5232,1108,2447,0,25739,1162,9039,26.3,"Macy's, Inc., an omnichannel retail organization, operates stores, websites, and mobile applications under the Macy's, Bloomingdale's, and bluemercury brands.","Macy's Inc",25503010,5311
"100",2019,6810,21172,20.6355,6377,309.031,6539,123,5750,564,1912,0,25331,1142,9229,15.95,"Macy's, Inc., an omnichannel retail organization, operates stores, websites, and mobile applications under the Macy's, Bloomingdale's, and bluemercury brands.","Macy's Inc",25503010,5311
"101",2010,3926,7065,6.9388,4080,588,0,134,2095,1204,2616,0,14664,516,3921,19.27,"The Gap, Inc. operates as an apparel retail company worldwide. The company offers apparel, accessories, and personal care products for men, women, and children under the Old Navy, Gap, Banana Republic, Athleta, Intermix, Janie and Jack, and Hill City brands.","Gap Inc",25504010,5651
"102",2011,4309,7422,5.6804,2755,485,1606,132,2128,833,2030,0,14549,548,3836,18.98,"The Gap, Inc. operates as an apparel retail company worldwide. The company offers apparel, accessories, and personal care products for men, women, and children under the Old Navy, Gap, Banana Republic, Athleta, Intermix, Janie and Jack, and Hill City brands.","Gap Inc",25504010,5651
"103",2012,4132,7470,6.2505,2894,463,1246,136,2344,1135,2501,0,15651,653,4229,32.68,"The Gap, Inc. operates as an apparel retail company worldwide. The company offers apparel, accessories, and personal care products for men, women, and children under the Old Navy, Gap, Banana Republic, Athleta, Intermix, Janie and Jack, and Hill City brands.","Gap Inc",25504010,5651
"104",2013,4430,7849,6.8655,3062,446,1369,137,2445,1280,2682,0,16148,637,4144,38.08,"The Gap, Inc. operates as an apparel retail company worldwide. The company offers apparel, accessories, and personal care products for men, women, and children under the Old Navy, Gap, Banana Republic, Athleta, Intermix, Janie and Jack, and Hill City brands.","Gap Inc",25504010,5651
"105",2014,4317,7690,7.0855,2983,421,1332,141,2234,1262,2604,0,16435,639,4245,41.19,"The Gap, Inc. operates as an apparel retail company worldwide. The company offers apparel, accessories, and personal care products for men, women, and children under the Old Navy, Gap, Banana Republic, Athleta, Intermix, Janie and Jack, and Hill City brands.","Gap Inc",25504010,5651
"106",2015,3985,7473,6.4106,2545,397,1310,141,2535,920,2201,0,15797,578,4141,24.72,"The Gap, Inc. operates as an apparel retail company worldwide. The company offers apparel, accessories, and personal care products for men, women, and children under the Old Navy, Gap, Banana Republic, Athleta, Intermix, Janie and Jack, and Hill City brands.","Gap Inc",25504010,5651
"107",2016,4315,7610,7.2782,2904,399,1248,135,2453,676,1931,0,15516,601,4308,23.03,"The Gap, Inc. operates as an apparel retail company worldwide. The company offers apparel, accessories, and personal care products for men, women, and children under the Old Navy, Gap, Banana Republic, Athleta, Intermix, Janie and Jack, and Hill City brands.","Gap Inc",25504010,5651
"108",2017,4568,7989,8.0823,3144,389,1249,135,2461,848,1971,0,15855,673,4651,33.24,"The Gap, Inc. operates as an apparel retail company worldwide. The company offers apparel, accessories, and personal care products for men, women, and children under the Old Navy, Gap, Banana Republic, Athleta, Intermix, Janie and Jack, and Hill City brands.","Gap Inc",25504010,5651
"109",2018,4251,8049,9.3995,3553,378,1249,135,2174,1003,1937,0,16580,650,4960,25.44,"The Gap, Inc. operates as an apparel retail company worldwide. The company offers apparel, accessories, and personal care products for men, women, and children under the Old Navy, Gap, Banana Republic, Athleta, Intermix, Janie and Jack, and Hill City brands.","Gap Inc",25504010,5651
"110",2019,4516,13679,8.938,3316,371,6757,129,3209,351,1595,0,16383,687,5115,17.41,"The Gap, Inc. operates as an apparel retail company worldwide. The company offers apparel, accessories, and personal care products for men, women, and children under the Old Navy, Gap, Banana Republic, Athleta, Intermix, Janie and Jack, and Hill City brands.","Gap Inc",25504010,5651
"111",2010,513.055,961.082,26.1525,619.135,23.674,NA,15.2,234.363,53.211,142.956,0,1789.839,38.3,806.629,37.13,"Genesco Inc. operates as a retailer and wholesaler of footwear, apparel, and accessories. The company operates through four segments: Journeys Group, Schuh Group, Johnston & Murphy Group, and Licensed Brands.","Genesco Inc.",25504010,5661
"112",2011,595.312,1237.265,29.2721,710.404,24.269,31.931,21.475,304.462,81.959,214.902,0,2291.987,45.8,992.884,61.07,"Genesco Inc. operates as a retailer and wholesaler of footwear, apparel, and accessories. The company operates through four segments: Journeys Group, Schuh Group, Johnston & Murphy Group, and Licensed Brands.","Genesco Inc.",25504010,5661
"113",2012,682.271,1333.789,33.5334,804.667,23.996,45.007,22.7,276.054,110.536,259.337,0,2604.817,51.8,1102.707,62.33,"Genesco Inc. operates as a retailer and wholesaler of footwear, apparel, and accessories. The company operates through four segments: Journeys Group, Schuh Group, Johnston & Murphy Group, and Licensed Brands.","Genesco Inc.",25504010,5661
"114",2013,756.875,1439.284,38.2493,914.885,23.919,26.937,22.25,305.578,92.653,245.563,0,2624.972,60.1,1120.622,70.22,"Genesco Inc. operates as a retailer and wholesaler of footwear, apparel, and accessories. The company operates through four segments: Journeys Group, Schuh Group, Johnston & Murphy Group, and Licensed Brands.","Genesco Inc.",25504010,5661
"115",2014,847.658,1583.087,41.4339,995.533,24.027,16.003,27.325,405.916,97.725,252.003,0,2859.844,70.3,1222.734,71.45,"Genesco Inc. operates as a retailer and wholesaler of footwear, apparel, and accessories. The company operates through four segments: Journeys Group, Schuh Group, Johnston & Murphy Group, and Licensed Brands.","Genesco Inc.",25504010,5661
"116",2015,800.086,1541.483,43.6969,954.079,21.834,97.876,27.5,323.617,94.569,233.952,0,3022.234,77.1,1288.525,66.14,"Genesco Inc. operates as a retailer and wholesaler of footwear, apparel, and accessories. The company operates through four segments: Journeys Group, Schuh Group, Johnston & Murphy Group, and Licensed Brands.","Genesco Inc.",25504010,5661
"117",2016,738.167,1448.906,46.3099,919.993,19.866,73.73,27.2,309.386,97.431,211.284,0,2868.341,80.3,1282.01,60.2,"Genesco Inc. operates as a retailer and wholesaler of footwear, apparel, and accessories. The company operates through four segments: Journeys Group, Schuh Group, Johnston & Murphy Group, and Licensed Brands.","Genesco Inc.",25504010,5661
"118",2017,693.088,1315.353,41.6058,828.122,19.904,86.619,30.5,255.068,-111.839,170.605,0,2907.016,89,1323.988,34.85,"Genesco Inc. operates as a retailer and wholesaler of footwear, apparel, and accessories. The company operates through four segments: Journeys Group, Schuh Group, Johnston & Murphy Group, and Licensed Brands.","Genesco Inc.",25504010,5661
"119",2018,731.046,1181.081,38.5537,736.491,19.103,56.751,21,276.229,-51.93,138.426,0,2188.553,70.1,960.791,45.18,"Genesco Inc. operates as a retailer and wholesaler of footwear, apparel, and accessories. The company operates through four segments: Journeys Group, Schuh Group, Johnston & Murphy Group, and Licensed Brands.","Genesco Inc.",25504010,5661
"120",2019,508.183,1680.478,42.0721,618.334,14.697,662.342,22.05,361.935,61.384,143.629,0,2197.066,72.3,969.06,39.32,"Genesco Inc. operates as a retailer and wholesaler of footwear, apparel, and accessories. The company operates through four segments: Journeys Group, Schuh Group, Johnston & Murphy Group, and Licensed Brands.","Genesco Inc.",25504010,5661
"121",2010,1041.593,2644.849,-21.8503,-1140.964,53.852,350,39,343.618,-598.575,-90.197,0,8078.455,92.1,2709.25,0.2499,"The Great Atlantic & Pacific Tea Company, Inc. operates conventional supermarkets, combination food and drug stores, and limited assortment food stores in the United States.","Great Atlantic & Pacific Tea Co Inc. (The)",30101030,5411
"122",2011,177.675,385.1,11.9672,262.669,21.949,12.284,3.05,72.373,15.463,23.386,0,621.363,41.591,316.032,10.98,"Haverty Furniture Companies, Inc. operates as a specialty retailer of residential furniture and accessories in the United States. The company offers furniture merchandise under the Havertys brand name.","Haverty Furniture Cos Inc",25504060,5712
"123",2012,179.894,402.096,11.6618,259.428,22.246,18.473,3.25,89.889,14.911,42.752,0,670.366,41.883,328.991,16.31,"Haverty Furniture Companies, Inc. operates as a specialty retailer of residential furniture and accessories in the United States. The company offers furniture merchandise under the Havertys brand name.","Haverty Furniture Cos Inc",25504060,5712
"124",2013,200.699,417.855,13.2473,298.264,22.515,16.196,3.266,78.115,32.265,74.547,0,746.41,43.03,348.719,31.3,"Haverty Furniture Companies, Inc. operates as a specialty retailer of residential furniture and accessories in the United States. The company offers furniture merchandise under the Havertys brand name.","Haverty Furniture Cos Inc",25504060,5712
"125",2014,209.461,460.987,12.8961,292.083,22.649,46.678,3.388,95.875,8.589,70.366,0,768.707,45.067,364.911,22.01,"Haverty Furniture Companies, Inc. operates as a specialty retailer of residential furniture and accessories in the United States. The company offers furniture merchandise under the Havertys brand name.","Haverty Furniture Cos Inc",25504060,5712
"126",2015,218.711,471.251,13.6188,301.739,22.156,50.074,3.596,93.962,27.789,71.703,0,805.156,45.784,385.115,21.44,"Haverty Furniture Companies, Inc. operates as a specialty retailer of residential furniture and accessories in the United States. The company offers furniture merchandise under the Havertys brand name.","Haverty Furniture Cos Inc",25504060,5712
"127",2016,194.115,454.505,13.3557,281.871,21.105,52.013,3.656,95.95,28.356,72.992,0,821.8,45.132,399.619,23.7,"Haverty Furniture Companies, Inc. operates as a specialty retailer of residential furniture and accessories in the United States. The company offers furniture merchandise under the Havertys brand name.","Haverty Furniture Cos Inc",25504060,5712
"128",2017,210.687,461.329,13.8615,294.142,21.22,50.803,3.551,89.684,21.075,72.492,0,820.027,47.921,403.108,22.65,"Haverty Furniture Companies, Inc. operates as a specialty retailer of residential furniture and accessories in the United States. The company offers furniture merchandise under the Havertys brand name.","Haverty Furniture Cos Inc",25504060,5712
"129",2018,201.85,440.179,13.3724,274.629,20.537,46.785,3.418,88.226,30.307,71.527,0,817.836,48.315,404.924,18.78,"Haverty Furniture Companies, Inc. operates as a specialty retailer of residential furniture and accessories in the United States. The company offers furniture merchandise under the Havertys brand name.","Haverty Furniture Cos Inc",25504060,5712
"130",2019,204.523,560.072,13.6296,260.503,19.113,149.594,3.425,127.016,21.865,47.617,0,802.37,49.724,407.546,20.16,"Haverty Furniture Companies, Inc. operates as a specialty retailer of residential furniture and accessories in the United States. The company offers furniture merchandise under the Havertys brand name.","Haverty Furniture Cos Inc",25504060,5712
"131",2020,316.244,680.372,NA,252.967,18.208,200.2,NA,204.041,59.148,59.913,0,748.252,NA,377.288,27.67,"Haverty Furniture Companies, Inc. operates as a specialty retailer of residential furniture and accessories in the United States. The company offers furniture merchandise under the Havertys brand name.","Haverty Furniture Cos Inc",25504060,5712
"132",2010,11535,24268,78.0826,8511,109,2663,312,8618,133,1307,0,43326,2000,10571,75.37,"Sears Holdings Corporation operates as an integrated retailer in the United States. It operates in two segments, Kmart and Sears Domestic.","Sears Holdings Corp",25503010,5311
"133",2011,10244,21381,40.3868,4281,106,2088,293,9212,-3140,-149,0,41567,1900,10750,42.14,"Sears Holdings Corporation operates as an integrated retailer in the United States. It operates in two segments, Kmart and Sears Domestic.","Sears Holdings Corp",25503010,5311
"134",2012,9265,19340,25.9906,2755,106,1943,274,8414,-930,286,0,39854,1600,10228,46.95,"Sears Holdings Corporation operates as an integrated retailer in the United States. It operates in two segments, Kmart and Sears Domestic.","Sears Holdings Corp",25503010,5311
"135",2013,8959,18261,16.4057,1739,106,2834,226,8185,-1365,-862,0,36188,1500,9617,36.37,"Sears Holdings Corporation operates as an integrated retailer in the United States. It operates in two segments, Kmart and Sears Domestic.","Sears Holdings Corp",25503010,5311
"136",2014,5863,13209,-8.8879,-951,107,3110,196,6076,-1682,-1134,0,31198,1100,8283,31.84,"Sears Holdings Corporation operates as an integrated retailer in the United States. It operates in two segments, Kmart and Sears Domestic.","Sears Holdings Corp",25503010,5311
"137",2015,6045,11337,-18.3974,-1963,106.7,2272,178,5438,-1129,-995,0,25146,850,6951,16.95,"Sears Holdings Corporation operates as an integrated retailer in the United States. It operates in two segments, Kmart and Sears Domestic.","Sears Holdings Corp",25503010,5311
"138",2016,4996,9362,-35.7383,-3824,107,3808,140,4681,-2221,-1502,0,22138,684,6155,6.98,"Sears Holdings Corporation operates as an integrated retailer in the United States. It operates in two segments, Kmart and Sears Domestic.","Sears Holdings Corp",25503010,5311
"139",2017,3812,7262,-34.5362,-3723,107.8,2496,89,4915,-383,-1674,0,16702,415,5201,2.57,"Sears Holdings Corporation operates as an integrated retailer in the United States. It operates in two segments, Kmart and Sears Domestic.","Sears Holdings Corp",25503010,5311
"140",2010,7621,23505,8.5419,5296,620,7304,338,8070,1116,3800,0,82189,533,14462,21.4,"The Kroger Co. operates as a retailer in the United States. The company operates supermarkets, multi-department stores, marketplace stores, and price impact warehouse stores.","Kroger Co. (The)",30101030,5411
"141",2011,7325,23476,7.0963,3981,561,6850,339,9105,602,3869,0,90374,532,15011,23.76,"The Kroger Co. operates as a retailer in the United States. The company operates supermarkets, multi-department stores, marketplace stores, and price impact warehouse stores.","Kroger Co. (The)",30101030,5411
