"fyear","act","at","bkvlps","ceq","csho","dltt","emp","lct","ni","oibdp","rdip","sale","xad","xsga","prcc_f","busdesc","conml","gsubind","sic"
"987",2013,1318.243,2521.968,10.8663,1093.782,100.658,451.597,53,794.345,419.52,928.749,0,6916.627,139.9,1422.619,63,"PetSmart, Inc., together with its subsidiaries, operates as a specialty retailer of products, services, and solutions for pets in the United States, Puerto Rico, and Canada.","PetSmart Inc",25504040,5990
"988",2014,1563.423,2826.935,NA,1369.987,99.408,438.879,53,834.659,426.136,NA,0,7111.973,NA,1421.953,81.705,"PetSmart, Inc., together with its subsidiaries, operates as a specialty retailer of products, services, and solutions for pets in the United States, Puerto Rico, and Canada.","PetSmart Inc",25504040,5990
"989",2011,33.688,45.503,3.3905,34.434,10.156,3.105,0.534,7.105,4.753,8.725,0,66.103,2.972,32.63,4.88,"Tandy Leather Factory, Inc. operates as a retailer and wholesale distributor of a range of leather and leathercraft related items in North America and internationally.","Tandy Leather Factory Inc",25504010,5990
"990",2012,35.67,49.088,3.6923,37.521,10.162,2.902,0.566,7.858,5.596,11.205,0,72.721,3.543,35.769,5.52,"Tandy Leather Factory, Inc. operates as a retailer and wholesale distributor of a range of leather and leathercraft related items in North America and internationally.","Tandy Leather Factory Inc",25504010,5990
"991",2013,40.544,56.399,4.3751,44.622,10.199,2.396,0.571,8.168,7.266,12.213,0,78.285,4.099,38.31,9.76,"Tandy Leather Factory, Inc. operates as a retailer and wholesale distributor of a range of leather and leathercraft related items in North America and internationally.","Tandy Leather Factory Inc",25504010,5990
"992",2014,46.352,62.874,4.7944,49.123,10.246,1.941,0.603,10.352,7.707,13.396,0,83.431,4.339,40.166,8.995,"Tandy Leather Factory, Inc. operates as a retailer and wholesale distributor of a range of leather and leathercraft related items in North America and internationally.","Tandy Leather Factory Inc",25504010,5990
"993",2015,47.562,64.567,5.2263,50.972,9.753,3.558,0.584,8.334,6.402,12.042,0,84.161,4.826,41.596,7.34,"Tandy Leather Factory, Inc. operates as a retailer and wholesale distributor of a range of leather and leathercraft related items in North America and internationally.","Tandy Leather Factory Inc",25504010,5990
"994",2016,53.314,70.653,5.7946,53.693,9.266,6.758,0.614,8.246,6.402,12.025,0,82.924,4.759,41.412,8.1,"Tandy Leather Factory, Inc. operates as a retailer and wholesale distributor of a range of leather and leathercraft related items in North America and internationally.","Tandy Leather Factory Inc",25504010,5990
"995",2017,57.813,74.915,6.4221,59.539,9.271,6.758,0.656,6.981,4.452,9.117,0,82.321,4.956,44.872,7.75,"Tandy Leather Factory, Inc. operates as a retailer and wholesale distributor of a range of leather and leathercraft related items in North America and internationally.","Tandy Leather Factory Inc",25504010,5990
"996",2018,60.135,76.14,6.5622,59.46,9.061,8.221,0.684,6.903,1.964,6.529,0,83.098,3.889,45.851,5.68,"Tandy Leather Factory, Inc. operates as a retailer and wholesale distributor of a range of leather and leathercraft related items in North America and internationally.","Tandy Leather Factory Inc",25504010,5990
"997",2010,1747.021,3596.466,14.3705,819.91,57.055,463.1,35.835,1734.677,-73.92,173.131,0,6998.565,70.013,1619.722,10.99,"Barnes & Noble, Inc., a retail bookseller, sells content, digital media, and educational products in the United States. It operates through two segments, B&N Retail and NOOK.","Barnes & Noble Inc",25504040,5940
"998",2011,1997.793,3765.249,12.968,747.657,57.654,474.2,35.283,1827.28,-68.867,208.242,0,7129.199,116.388,1702.574,20.75,"Barnes & Noble, Inc., a retail bookseller, sells content, digital media, and educational products in the United States. It operates through two segments, B&N Retail and NOOK.","Barnes & Noble Inc",25504040,5940
"999",2012,2047.135,3732.536,12.1579,713.743,58.706,256.892,33.85,1715.47,-157.806,25.462,0,6839.005,110.878,1657.044,18.13,"Barnes & Noble, Inc., a retail bookseller, sells content, digital media, and educational products in the United States. It operates through two segments, B&N Retail and NOOK.","Barnes & Noble Inc",25504040,5940
"1000",2013,1980.438,3537.449,11.1311,658.696,59.176,140.714,33.78,1721.645,-47.268,252.601,0,6381.357,61.527,1605.334,16.4,"Barnes & Noble, Inc., a retail bookseller, sells content, digital media, and educational products in the United States. It operates through two segments, B&N Retail and NOOK.","Barnes & Noble Inc",25504040,5940
"1001",2014,1729.315,3229.505,18.7969,1189.358,63.274,NA,33.645,1447.259,36.596,334.664,0,6069.497,58.823,1537.835,21.9,"Barnes & Noble, Inc., a retail bookseller, sells content, digital media, and educational products in the United States. It operates through two segments, B&N Retail and NOOK.","Barnes & Noble Inc",25504040,5940
"1002",2015,1178.39,2012.782,8.2349,603.51,73.287,47.2,28.225,1193.871,-24.446,185.766,0,4163.844,53.569,1141.531,11.75,"Barnes & Noble, Inc., a retail bookseller, sells content, digital media, and educational products in the United States. It operates through two segments, B&N Retail and NOOK.","Barnes & Noble Inc",25504040,5940
"1003",2016,1128.012,1932.921,7.9285,574.311,72.436,64.9,26.092,1108.267,22.023,185.787,0,3894.558,36.42,1026.415,8.55,"Barnes & Noble, Inc., a retail bookseller, sells content, digital media, and educational products in the United States. It operates through two segments, B&N Retail and NOOK.","Barnes & Noble Inc",25504040,5940
"1004",2017,1098.68,1749.568,5.6706,411.983,72.653,158.7,23.057,1042.57,-125.48,112.094,0,3662.28,27.553,999.109,5.55,"Barnes & Noble, Inc., a retail bookseller, sells content, digital media, and educational products in the United States. It operates through two segments, B&N Retail and NOOK.","Barnes & Noble Inc",25504040,5940
"1005",2018,1064.211,1705.634,6.0859,444.497,73.037,203.8,24.038,902.55,3.769,124.902,0,3552.745,34.713,948.118,5.03,"Barnes & Noble, Inc., a retail bookseller, sells content, digital media, and educational products in the United States. It operates through two segments, B&N Retail and NOOK.","Barnes & Noble Inc",25504040,5940
"1006",2011,13706,26761,27.6374,12002,434.266,1419,164,12050,1462,3294,0,88915,NA,8737,78.54,"Costco Wholesale Corporation, together with its subsidiaries, engages in the operation of membership warehouses in the United States, Puerto Rico, Canada, the United Kingdom, Mexico, Japan, Korea, Australia, Spain, France, Iceland, China, and Taiwan.","Costco Wholesale Corp",30101040,5399
"1007",2012,13526,27140,28.5903,12361,432.35,1562,174,12260,1709,3684,0,99137,NA,9538,97.87,"Costco Wholesale Corporation, together with its subsidiaries, engages in the operation of membership warehouses in the United States, Puerto Rico, Canada, the United Kingdom, Mexico, Japan, Korea, Australia, Spain, France, Iceland, China, and Taiwan.","Costco Wholesale Corp",30101040,5399
"1008",2013,15840,30283,24.7986,10833,436.839,5190,184,13257,2039,3999,0,105156,NA,10155,111.87,"Costco Wholesale Corporation, together with its subsidiaries, engages in the operation of membership warehouses in the United States, Puerto Rico, Canada, the United Kingdom, Mexico, Japan, Korea, Australia, Spain, France, Iceland, China, and Taiwan.","Costco Wholesale Corp",30101040,5399
"1009",2014,17588,33024,28.1094,12303,437.683,5279,195,14412,2058,4249,0,112640,NA,10962,121.08,"Costco Wholesale Corporation, together with its subsidiaries, engages in the operation of membership warehouses in the United States, Puerto Rico, Canada, the United Kingdom, Mexico, Japan, Korea, Australia, Spain, France, Iceland, China, and Taiwan.","Costco Wholesale Corp",30101040,5399
"1010",2015,17299,33440,24.2424,10617,437.952,5150,205,16540,2377,4751,0,116199,NA,11510,140.05,"Costco Wholesale Corporation, together with its subsidiaries, engages in the operation of membership warehouses in the United States, Puerto Rico, Canada, the United Kingdom, Mexico, Japan, Korea, Australia, Spain, France, Iceland, China, and Taiwan.","Costco Wholesale Corp",30101040,5399
"1011",2016,15218,33163,27.6076,12079,437.524,4425,218,15575,2350,4927,0,118719,NA,12146,162.09,"Costco Wholesale Corporation, together with its subsidiaries, engages in the operation of membership warehouses in the United States, Puerto Rico, Canada, the United Kingdom, Mexico, Japan, Korea, Australia, Spain, France, Iceland, China, and Taiwan.","Costco Wholesale Corp",30101040,5399
"1012",2017,17317,36347,24.6521,10778,437.204,6946,231,17495,2679,5430,0,129025,NA,13032,156.74,"Costco Wholesale Corporation, together with its subsidiaries, engages in the operation of membership warehouses in the United States, Puerto Rico, Canada, the United Kingdom, Mexico, Japan, Korea, Australia, Spain, France, Iceland, China, and Taiwan.","Costco Wholesale Corp",30101040,5399
"1013",2018,20289,40830,29.2089,12799,438.189,6877,245,19926,3134,5917,0,141576,NA,13944,233.13,"Costco Wholesale Corporation, together with its subsidiaries, engages in the operation of membership warehouses in the United States, Puerto Rico, Canada, the United Kingdom, Mexico, Japan, Korea, Australia, Spain, France, Iceland, China, and Taiwan.","Costco Wholesale Corp",30101040,5399
"1014",2019,23485,45400,34.6727,15243,439.625,5519,254,23237,3659,6352,0,152703,NA,14957,294.76,"Costco Wholesale Corporation, together with its subsidiaries, engages in the operation of membership warehouses in the United States, Puerto Rico, Canada, the United Kingdom, Mexico, Japan, Korea, Australia, Spain, France, Iceland, China, and Taiwan.","Costco Wholesale Corp",30101040,5399
"1015",2020,28120,55556,41.4364,18284,441.255,10729,273,24844,4002,7584,0,166761,NA,15991,347.66,"Costco Wholesale Corporation, together with its subsidiaries, engages in the operation of membership warehouses in the United States, Puerto Rico, Canada, the United Kingdom, Mexico, Japan, Korea, Australia, Spain, France, Iceland, China, and Taiwan.","Costco Wholesale Corp",30101040,5399
"1016",2010,803.977,1794.321,8.5854,1411.548,164.413,0,16,211.024,272.958,506.606,0,2274.102,58.336,522.417,33.82,"Urban Outfitters, Inc. engages in the retail and wholesale of general consumer products. The company operates through three segments: Retail, wholesale, and Subscription.","Urban Outfitters Inc",25504010,5651
"1017",2011,596.992,1483.708,7.3722,1066.268,144.633,0,17,233.466,185.251,376.664,0,2473.801,71.684,584.611,26.5,"Urban Outfitters, Inc. engages in the retail and wholesale of general consumer products. The company operates through three segments: Retail, wholesale, and Subscription.","Urban Outfitters Inc",25504010,5651
"1018",2012,872.284,1797.211,9.277,1354.588,146.016,0,20.6,250.195,237.314,487.673,0,2794.925,81.944,657.246,42.8,"Urban Outfitters, Inc. engages in the retail and wholesale of general consumer products. The company operates through three segments: Retail, wholesale, and Subscription.","Urban Outfitters Inc",25504010,5651
"1019",2013,994.98,2221.214,11.5007,1694.17,147.31,0,22.9,331.83,282.36,548.563,0,3086.608,91.615,734.511,35.82,"Urban Outfitters, Inc. engages in the retail and wholesale of general consumer products. The company operates through three segments: Retail, wholesale, and Subscription.","Urban Outfitters Inc",25504010,5651
"1020",2014,809.117,1888.741,10.1758,1327.969,130.503,0,24,353.74,232.428,496.799,0,3323.077,103.882,809.545,34.86,"Urban Outfitters, Inc. engages in the retail and wholesale of general consumer products. The company operates through three segments: Retail, wholesale, and Subscription.","Urban Outfitters Inc",25504010,5651
"1021",2015,834.361,1833.301,9.6933,1137.227,117.321,150,24,329.231,224.489,492.46,0,3445.134,114.104,848.323,22.88,"Urban Outfitters, Inc. engages in the retail and wholesale of general consumer products. The company operates through three segments: Retail, wholesale, and Subscription.","Urban Outfitters Inc",25504010,5651
"1022",2016,881.397,1902.637,11.2969,1313.084,116.234,0,24,352.928,218.12,471.657,0,3545.794,127.159,906.086,26.54,"Urban Outfitters, Inc. engages in the retail and wholesale of general consumer products. The company operates through three segments: Retail, wholesale, and Subscription.","Urban Outfitters Inc",25504010,5651
"1023",2017,978.757,1952.78,12.0177,1300.903,108.249,0,23,360.214,108.263,385.712,0,3616.014,134.632,915.615,34.11,"Urban Outfitters, Inc. engages in the retail and wholesale of general consumer products. The company operates through three segments: Retail, wholesale, and Subscription.","Urban Outfitters Inc",25504010,5651
"1024",2018,1202.756,2160.515,14.0957,1489.098,105.642,0,24,386.644,298.003,497.604,0,3950.623,143.332,965.399,32.3,"Urban Outfitters, Inc. engages in the retail and wholesale of general consumer products. The company operates through three segments: Retail, wholesale, and Subscription.","Urban Outfitters Inc",25504010,5651
"1025",2019,1053.396,3315.633,14.854,1455.355,97.977,1137.495,24,638.77,168.096,357.386,0,3983.789,161.879,1008.601,25.6,"Urban Outfitters, Inc. engages in the retail and wholesale of general consumer products. The company operates through three segments: Retail, wholesale, and Subscription.","Urban Outfitters Inc",25504010,5651
"1026",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HWGG Entertainment Limited engages in promoting entertainment membership, junket operating, and marketing of real estate property activities. It promotes travel and entertainment services to resorts and cruises in the Asia region; and develops and invests in real estate properties.","HWGG Entertainment Ltd",25301020,5961
"1027",2016,2.299,2.359,-4e-04,-0.353,1000.056,0,NA,2.712,-0.799,-0.607,0,0.097,NA,0.686,NA,"HWGG Entertainment Limited engages in promoting entertainment membership, junket operating, and marketing of real estate property activities. It promotes travel and entertainment services to resorts and cruises in the Asia region; and develops and invests in real estate properties.","HWGG Entertainment Ltd",25301020,5961
"1028",2017,3.529,3.621,-0.0023,-1.149,500.028,0,NA,4.838,-0.683,-1.079,0,0.261,NA,1.129,1.5,"HWGG Entertainment Limited engages in promoting entertainment membership, junket operating, and marketing of real estate property activities. It promotes travel and entertainment services to resorts and cruises in the Asia region; and develops and invests in real estate properties.","HWGG Entertainment Ltd",25301020,5961
"1029",2010,351.112,668.516,2.6129,183.586,70.262,0,9.096,255.195,10.815,118.147,0,1252.36,58.9,440.482,5.46,"The Talbots, Inc., together with its subsidiaries, operates as a specialty retailer and direct marketer of women's apparel, accessories, and shoes in the United States and Canada.","Talbots Inc. (The)",25504010,5621
"1030",2011,345.41,644.182,0.2267,15.975,70.466,0,8.737,370.178,-111.889,-30.942,0,1178.75,65.2,456.718,3.24,"The Talbots, Inc., together with its subsidiaries, operates as a specialty retailer and direct marketer of women's apparel, accessories, and shoes in the United States and Canada.","Talbots Inc. (The)",25504010,5621
"1031",2010,1174.41,1879.998,6.9512,1351.071,194.366,0,39.9,387.837,140.647,457.055,0,2967.559,64.9,713.197,14.46,"American Eagle Outfitters, Inc. operates as a specialty retailer that provides clothing, accessories, and personal care products under the American Eagle and Aerie brands.","American Eagle Outfitters Inc.",25504010,5600
"1032",2011,1287.488,1950.802,7.3091,1416.851,193.848,0,39.6,405.401,151.705,376.434,0,3159.818,73.1,751.022,14.09,"American Eagle Outfitters, Inc. operates as a specialty retailer that provides clothing, accessories, and personal care products under the American Eagle and Aerie brands.","American Eagle Outfitters Inc.",25504010,5600
"1033",2012,1141.8,1756.053,6.3404,1221.187,192.604,0,44,435.902,232.108,526.253,0,3475.802,90,863.424,20.21,"American Eagle Outfitters, Inc. operates as a specialty retailer that provides clothing, accessories, and personal care products under the American Eagle and Aerie brands.","American Eagle Outfitters Inc.",25504010,5600
"1034",2013,923.56,1694.164,6.0377,1166.178,193.149,0,40,415.478,82.983,260.53,0,3305.802,87,840.97,13.53,"American Eagle Outfitters, Inc. operates as a specialty retailer that provides clothing, accessories, and personal care products under the American Eagle and Aerie brands.","American Eagle Outfitters Inc.",25504010,5600
"1035",2014,890.513,1696.908,5.8594,1139.746,194.516,0,38,459.093,80.322,309.511,0,3282.867,94.2,839.966,14.04,"American Eagle Outfitters, Inc. operates as a specialty retailer that provides clothing, accessories, and personal care products under the American Eagle and Aerie brands.","American Eagle Outfitters Inc.",25504010,5600
"1036",2015,723.375,1612.246,5.8366,1051.376,180.135,0,37.8,463.682,218.138,454.555,0,3521.848,104.1,844.122,14.64,"American Eagle Outfitters, Inc. operates as a specialty retailer that provides clothing, accessories, and personal care products under the American Eagle and Aerie brands.","American Eagle Outfitters Inc.",25504010,5600
"1037",2016,901.229,1782.66,6.6227,1204.569,181.886,0,38.7,493.783,212.449,509.293,0,3609.865,124.5,857.562,15.11,"American Eagle Outfitters, Inc. operates as a specialty retailer that provides clothing, accessories, and personal care products under the American Eagle and Aerie brands.","American Eagle Outfitters Inc.",25504010,5600
"1038",2017,968.53,1816.313,7.0315,1246.791,177.316,0,40.7,485.221,204.163,478.637,0,3795.549,129.8,889.636,18,"American Eagle Outfitters, Inc. operates as a specialty retailer that provides clothing, accessories, and personal care products under the American Eagle and Aerie brands.","American Eagle Outfitters Inc.",25504010,5600
"1039",2018,1046.253,1903.378,7.4669,1287.555,172.436,0,45,542.645,261.902,507.187,0,4035.72,143.2,980.61,21.12,"American Eagle Outfitters, Inc. operates as a specialty retailer that provides clothing, accessories, and personal care products under the American Eagle and Aerie brands.","American Eagle Outfitters Inc.",25504010,5600
"1040",2019,1047.93,3328.679,7.4725,1247.853,166.993,1301.735,46,751.756,191.257,429.966,0,4308.212,151.5,1095.507,14.4,"American Eagle Outfitters, Inc. operates as a specialty retailer that provides clothing, accessories, and personal care products under the American Eagle and Aerie brands.","American Eagle Outfitters Inc.",25504010,5600
"1041",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iFresh Inc., through its subsidiaries, operates a network of grocery supermarket chains in the north-eastern United States. It operates through Wholesale and Retail segments.","iFresh Inc",30101030,5411
"1042",2016,30.41,42,0.4461,6.292,14.103,13.219,0.48,17.03,1.55,4.837,0,130.877,0.534,24.742,13.49,"iFresh Inc., through its subsidiaries, operates a network of grocery supermarket chains in the north-eastern United States. It operates through Wholesale and Retail segments.","iFresh Inc",30101030,5411
"1043",2017,18.376,48.942,0.3843,5.465,14.221,16.043,0.445,21.036,-0.791,0.479,0,136.689,0.144,30.738,8.2,"iFresh Inc., through its subsidiaries, operates a network of grocery supermarket chains in the north-eastern United States. It operates through Wholesale and Retail segments.","iFresh Inc",30101030,5411
"1044",2018,19.209,47.101,-0.0617,-1.032,16.738,0.543,0.376,40.833,-12.003,-8.074,0,125.431,0.411,30.599,1.17,"iFresh Inc., through its subsidiaries, operates a network of grocery supermarket chains in the north-eastern United States. It operates through Wholesale and Retail segments.","iFresh Inc",30101030,5411
"1045",2019,14.034,99.259,-0.3242,-6.05,18.659,59.054,0.32,42.672,-8.287,-7.053,0,89.453,0.431,26.143,1.49,"iFresh Inc., through its subsidiaries, operates a network of grocery supermarket chains in the north-eastern United States. It operates through Wholesale and Retail segments.","iFresh Inc",30101030,5411
"1046",2015,237.001,281.254,10.1791,72.76,7.148,58.453,2.405,132.163,-24.923,-9.968,0,380.291,NA,135.207,NA,"Netshoes (Cayman) Limited, through its subsidiaries, operates as a sports and lifestyle online retailer in Brazil.","Netshoes Cayman Ltd",25502020,5961
"1047",2016,253.508,342.347,5.3192,38.006,7.145,95.729,2.687,189.566,-46.439,-11.146,0,534.717,NA,180.455,NA,"Netshoes (Cayman) Limited, through its subsidiaries, operates as a sports and lifestyle online retailer in Brazil.","Netshoes Cayman Ltd",25502020,5961
"1048",2017,336.209,452.017,4.6251,145.958,31.558,54.163,2.728,240.431,-51.25,-16.897,0,570.335,NA,194.265,7.9,"Netshoes (Cayman) Limited, through its subsidiaries, operates as a sports and lifestyle online retailer in Brazil.","Netshoes Cayman Ltd",25502020,5961
"1049",2018,150.354,256.846,1.2844,40.505,31.535,49.185,2.429,156.471,-85.693,-50.72,0,467.04,NA,158.751,1.49,"Netshoes (Cayman) Limited, through its subsidiaries, operates as a sports and lifestyle online retailer in Brazil.","Netshoes Cayman Ltd",25502020,5961
"1050",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J.Jill, Inc. operates as an omnichannel retailer for women's apparel under the J.Jill brand name in the United States. The company offers knit and woven tops, bottoms, and dresses, as well as sweaters and outerwear; footwear; and accessories, including scarves, jewelry, and hosiery.","J Jill Inc",25504010,5621
"1051",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J.Jill, Inc. operates as an omnichannel retailer for women's apparel under the J.Jill brand name in the United States. The company offers knit and woven tops, bottoms, and dresses, as well as sweaters and outerwear; footwear; and accessories, including scarves, jewelry, and hosiery.","J Jill Inc",25504010,5621
"1052",2014,71.308,278.232,-0.3353,-1.317,3.928,80.201,NA,80.927,10.296,59.759,0,483.4,36.4,258.849,NA,"J.Jill, Inc. operates as an omnichannel retailer for women's apparel under the J.Jill brand name in the United States. The company offers knit and woven tops, bottoms, and dresses, as well as sweaters and outerwear; footwear; and accessories, including scarves, jewelry, and hosiery.","J Jill Inc",25504010,5621
"1053",2015,115.614,582.032,166.571,166.571,1,237.478,NA,87.132,2.405,82.914,0,562.015,43.5,290.249,NA,"J.Jill, Inc. operates as an omnichannel retailer for women's apparel under the J.Jill brand name in the United States. The company offers knit and woven tops, bottoms, and dresses, as well as sweaters and outerwear; footwear; and accessories, including scarves, jewelry, and hosiery.","J Jill Inc",25504010,5621
"1054",2016,103.781,567.645,120.965,120.965,1,264.44,3.801,87.358,24.075,106.055,0,639.056,52.6,321.884,NA,"J.Jill, Inc. operates as an omnichannel retailer for women's apparel under the J.Jill brand name in the United States. The company offers knit and woven tops, bottoms, and dresses, as well as sweaters and outerwear; footwear; and accessories, including scarves, jewelry, and hosiery.","J Jill Inc",25504010,5621
"1055",2017,132.468,597.557,4.0984,179.316,43.753,238.881,3.755,105.52,55.365,110.492,0,698.145,60.1,353.588,8.45,"J.Jill, Inc. operates as an omnichannel retailer for women's apparel under the J.Jill brand name in the United States. The company offers knit and woven tops, bottoms, and dresses, as well as sweaters and outerwear; footwear; and accessories, including scarves, jewelry, and hosiery.","J Jill Inc",25504010,5621
"1056",2018,175.294,626.988,4.8955,213.795,43.672,237.464,3.97,103.117,30.525,100.012,0,706.262,62.3,360.268,5.95,"J.Jill, Inc. operates as an omnichannel retailer for women's apparel under the J.Jill brand name in the United States. The company offers knit and woven tops, bottoms, and dresses, as well as sweaters and outerwear; footwear; and accessories, including scarves, jewelry, and hosiery.","J Jill Inc",25504010,5621
"1057",2019,122.95,633.988,0.8708,38.565,44.288,440,3.748,122.439,-128.567,60.604,0,691.345,58.9,367.975,1.19,"J.Jill, Inc. operates as an omnichannel retailer for women's apparel under the J.Jill brand name in the United States. The company offers knit and woven tops, bottoms, and dresses, as well as sweaters and outerwear; footwear; and accessories, including scarves, jewelry, and hosiery.","J Jill Inc",25504010,5621
"1058",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carvana Co., together with its subsidiaries, operates an e-commerce platform for buying and selling used cars in the United States.","Carvana Co",25504050,5961
"1059",2015,119.218,136.012,-0.0273,-2.821,103.286,0,NA,70.808,-36.78,-32.532,0,130.392,10.779,33.878,NA,"Carvana Co., together with its subsidiaries, operates an e-commerce platform for buying and selling used cars in the United States.","Carvana Co",25504050,5961
"1060",2016,275.241,335.833,-1.1227,-115.961,103.286,4.404,1.067,196.418,-93.112,-84.821,0,365.148,26.988,104.018,NA,"Carvana Co., together with its subsidiaries, operates an e-commerce platform for buying and selling used cars in the United States.","Carvana Co",25504050,5961
"1061",2017,489.718,641.137,1.4222,28.494,18.096,48.469,1.864,306.031,-18.313,-143.741,0,858.87,55.697,211.832,19.12,"Carvana Co., together with its subsidiaries, operates an e-commerce platform for buying and selling used cars in the United States.","Carvana Co",25504050,5961
"1062",2018,662.854,991.013,1.7814,73.304,41.208,425.349,3.879,329.511,-61.754,-193.189,0,1955.467,111.229,393.901,32.71,"Carvana Co., together with its subsidiaries, operates an e-commerce platform for buying and selling used cars in the United States.","Carvana Co",25504050,5961
"1063",2019,1359.422,2057.748,1.9425,98.011,50.507,999.131,7.324,864.87,-114.659,-225.819,0,3939.896,204.02,737.683,92.05,"Carvana Co., together with its subsidiaries, operates an e-commerce platform for buying and selling used cars in the United States.","Carvana Co",25504050,5961
"1064",2011,116.901,150.354,2.6599,74.958,28.181,30,0.511,40.662,12.261,33.897,0,401.336,NA,169.034,12.93,"Nutrisystem, Inc., together with its subsidiaries, provides weight management products and services for women and men in the United States. The company offers weight loss programs that consist primarily of a pre-packaged food program, digital tools, and counseling.","NutriSystem Inc",25502020,5961
"1065",2012,66.175,98.406,2.1047,60.109,28.559,0,0.466,34.772,-2.805,20.204,0,396.878,NA,163.579,8.1706,"Nutrisystem, Inc., together with its subsidiaries, provides weight management products and services for women and men in the United States. The company offers weight loss programs that consist primarily of a pre-packaged food program, digital tools, and counseling.","NutriSystem Inc",25502020,5961
"1066",2013,69.281,102.784,1.8168,52.157,28.708,0,0.43,47.509,7.37,27.222,0,358.086,NA,151.654,16.44,"Nutrisystem, Inc., together with its subsidiaries, provides weight management products and services for women and men in the United States. The company offers weight loss programs that consist primarily of a pre-packaged food program, digital tools, and counseling.","NutriSystem Inc",25502020,5961
"1067",2014,76.498,109.892,1.9316,55.515,28.741,0,0.417,51.667,19.311,37.093,0,403.083,NA,166.937,19.55,"Nutrisystem, Inc., together with its subsidiaries, provides weight management products and services for women and men in the United States. The company offers weight loss programs that consist primarily of a pre-packaged food program, digital tools, and counseling.","NutriSystem Inc",25502020,5961
"1068",2015,76.882,129.893,2.3922,69.928,29.232,0,0.451,57.681,26.143,52.063,0,462.609,NA,185.965,21.64,"Nutrisystem, Inc., together with its subsidiaries, provides weight management products and services for women and men in the United States. The company offers weight loss programs that consist primarily of a pre-packaged food program, digital tools, and counseling.","NutriSystem Inc",25502020,5961
"1069",2016,101.286,154.24,3.1841,94.524,29.686,0,0.487,57.839,35.469,67.78,0,545.451,NA,220.677,34.65,"Nutrisystem, Inc., together with its subsidiaries, provides weight management products and services for women and men in the United States. The company offers weight loss programs that consist primarily of a pre-packaged food program, digital tools, and counseling.","NutriSystem Inc",25502020,5961
"1070",2017,152.558,201.543,4.5192,135.803,30.05,0,0.606,64.104,57.872,98.493,0,696.957,NA,277.254,52.6,"Nutrisystem, Inc., together with its subsidiaries, provides weight management products and services for women and men in the United States. The company offers weight loss programs that consist primarily of a pre-packaged food program, digital tools, and counseling.","NutriSystem Inc",25502020,5961
"1071",2018,160.841,204.237,4.9613,146.516,29.532,0,0.544,55.396,58.593,93.836,0,691.039,NA,271.968,43.88,"Nutrisystem, Inc., together with its subsidiaries, provides weight management products and services for women and men in the United States. The company offers weight loss programs that consist primarily of a pre-packaged food program, digital tools, and counseling.","NutriSystem Inc",25502020,5961
"1072",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Real Matters Inc. provides technology and network management solutions to mortgage lending and insurance industries in Canada and the United States.","Real Matters Inc",60102040,5961
"1073",2015,37.374,78.752,0.3795,48.486,127.76,8.864,NA,14.792,-5.103,5.262,0,170.495,NA,28.412,NA,"Real Matters Inc. provides technology and network management solutions to mortgage lending and insurance industries in Canada and the United States.","Real Matters Inc",60102040,5961
"1074",2016,57.244,190.864,0.7018,105.452,150.256,14.959,NA,46.648,-6.281,12.824,0,248.547,NA,55.476,NA,"Real Matters Inc. provides technology and network management solutions to mortgage lending and insurance industries in Canada and the United States.","Real Matters Inc",60102040,5961
"1075",2017,105.425,226.563,2.1202,185.585,87.532,0.14,0.8,24.043,-24.014,5.883,0,302.976,NA,86.411,NA,"Real Matters Inc. provides technology and network management solutions to mortgage lending and insurance industries in Canada and the United States.","Real Matters Inc",60102040,5961
"1076",2018,93.651,198.863,2.0157,177.842,88.228,0.01,NA,12.765,-4.571,4.129,0,281.451,NA,78.639,NA,"Real Matters Inc. provides technology and network management solutions to mortgage lending and insurance industries in Canada and the United States.","Real Matters Inc",60102040,5961
"1077",2019,109.797,203.083,2.0034,170.183,84.946,0,NA,22.089,8.958,27.158,0,322.537,NA,74.917,NA,"Real Matters Inc. provides technology and network management solutions to mortgage lending and insurance industries in Canada and the United States.","Real Matters Inc",60102040,5961
"1078",2020,161.608,249.724,2.4485,209.002,85.359,6.601,NA,27.38,41.991,69.823,0,455.945,NA,92.294,NA,"Real Matters Inc. provides technology and network management solutions to mortgage lending and insurance industries in Canada and the United States.","Real Matters Inc",60102040,5961
"1079",2010,1333.3,2380.5,11.8239,1459,123.394,250.5,63.86,532.8,397.3,816,0,5882.4,11.1,1457.6,50.58,"Dollar Tree, Inc. operates discount variety retail stores. It operates through two segments, Dollar Tree and Family Dollar. The Dollar Tree segment offers merchandise at the fixed price of $1.00.","Dollar Tree Inc",25503020,5331
